doc_id,item,category,amount,price,discount
96FB4607DDB1,Полотенце махровое,Текстиль,1,334.56,0
96FB4607DDB1,Набор ножей,Кухонная утварь,3,1249.94,0
96FB4607DDB1,Сковорода с антипригарным покрытием,Кухонная утварь,3,1726.04,439.22
943A0D6AA939,Весы кухонные,Мелкая бытовая техника,1,784.48,0
943A0D6AA939,Форма для выпечки,Кухонная утварь,2,458.16,0
760EFA7E8532,Стиральный порошок 3кг,Бытовая химия,2,439.03,0
760EFA7E8532,Комплект постельного белья,Текстиль,2,2502.74,0
760EFA7E8532,Кондиционер для белья,Бытовая химия,1,227.44,41.99
DC7D7D3E203D,Комплект постельного белья,Текстиль,3,2463.25,0
DC7D7D3E203D,Чайник заварочный,Кухонная утварь,1,711.25,0
DC7D7D3E203D,Средство для мытья посуды,Бытовая химия,3,151.46,43.74
DC7D7D3E203D,Форма для выпечки,Кухонная утварь,2,465.63,0
DC7D7D3E203D,Таблетки для посудомойки,Бытовая химия,2,834.6,0
A90148DDA11C,Тостер,Мелкая бытовая техника,3,1533.51,243.47
A90148DDA11C,Полотенце махровое,Текстиль,1,353.91,0
A90148DDA11C,Тостер,Мелкая бытовая техника,3,1511.06,0
61B092E087EA,Весы кухонные,Мелкая бытовая техника,3,783.04,0
24269834BD33,Кастрюля эмалированная,Кухонная утварь,2,966.87,102.7
24269834BD33,Плед флисовый,Текстиль,1,905.1,108.63
24269834BD33,Блендер погружной,Мелкая бытовая техника,3,2115.5,1060.47
24269834BD33,Средство для чистки стекол,Бытовая химия,2,122.55,0
24269834BD33,Весы кухонные,Мелкая бытовая техника,1,837.17,83.38
EE9F9028BA52,Скатерть,Текстиль,1,580.34,0
BD287E4623AE,Скатерть,Текстиль,3,604.92,0
BD287E4623AE,Тостер,Мелкая бытовая техника,2,1439.02,0
BD287E4623AE,Весы кухонные,Мелкая бытовая техника,2,793.32,0
BD287E4623AE,Весы кухонные,Мелкая бытовая техника,2,786.62,290.01
BD287E4623AE,Тостер,Мелкая бытовая техника,2,1466.98,0
291985A2D756,Чайник заварочный,Кухонная утварь,3,710.63,0
291985A2D756,Стиральный порошок 3кг,Бытовая химия,2,431.52,168.89
F20075E6491E,Комплект постельного белья,Текстиль,2,2570.91,0
F20075E6491E,Средство для мытья посуды,Бытовая химия,1,143.69,17.7
F20075E6491E,Скатерть,Текстиль,3,613.68,0
F20075E6491E,Весы кухонные,Мелкая бытовая техника,2,777.48,0
F20075E6491E,Тостер,Мелкая бытовая техника,3,1491.23,0
71AAFBF5D884,Скатерть,Текстиль,3,613.92,0
71AAFBF5D884,Плед флисовый,Текстиль,3,902.05,0
71AAFBF5D884,Сковорода с антипригарным покрытием,Кухонная утварь,1,1880.44,0
71AAFBF5D884,Форма для выпечки,Кухонная утварь,2,457.4,0
71AAFBF5D884,Полотенце махровое,Текстиль,2,342.48,0
8853116B67E9,Комплект постельного белья,Текстиль,2,2391.96,0
4ADA009169B0,Набор ножей,Кухонная утварь,1,1238.2,0
7C33DD46CB53,Полотенце махровое,Текстиль,2,362.18,0
86451F2ADB90,Чайник заварочный,Кухонная утварь,3,725.15,0
86451F2ADB90,Комплект постельного белья,Текстиль,2,2467.54,670.23
86451F2ADB90,Набор ножей,Кухонная утварь,1,1257.09,0
86451F2ADB90,Блендер погружной,Мелкая бытовая техника,2,2112.08,0
30DFEFA6826A,Блендер погружной,Мелкая бытовая техника,1,2192.54,0
30DFEFA6826A,Тостер,Мелкая бытовая техника,3,1445.75,219.32
30E7CD9CC945,Форма для выпечки,Кухонная утварь,2,431.48,67.47
30E7CD9CC945,Кондиционер для белья,Бытовая химия,1,230.07,0
D42F2A3D892C,Кастрюля эмалированная,Кухонная утварь,2,929.31,132.9
D42F2A3D892C,Плед флисовый,Текстиль,1,882.81,94.46
D42F2A3D892C,Кастрюля эмалированная,Кухонная утварь,3,961.43,0
D42F2A3D892C,Сковорода с антипригарным покрытием,Кухонная утварь,3,1841.55,0
D42F2A3D892C,Стиральный порошок 3кг,Бытовая химия,3,432.8,0
44DF13D3C41A,Скатерть,Текстиль,2,591.87,0
19805FB8E1A5,Скатерть,Текстиль,1,625.08,114.69
19805FB8E1A5,Набор ножей,Кухонная утварь,2,1248.9,176.04
19805FB8E1A5,Таблетки для посудомойки,Бытовая химия,1,782.52,85.53
1BBAF8830653,Набор ножей,Кухонная утварь,3,1160.96,0
1BBAF8830653,Блендер погружной,Мелкая бытовая техника,2,2071.52,0
1BBAF8830653,Сковорода с антипригарным покрытием,Кухонная утварь,1,1806.13,0
CDB4F1EBEC20,Форма для выпечки,Кухонная утварь,2,432.22,116.81
CDB4F1EBEC20,Полотенце махровое,Текстиль,2,345.15,58.3
CDB4F1EBEC20,Плед флисовый,Текстиль,2,888.18,0
CDB4F1EBEC20,Весы кухонные,Мелкая бытовая техника,1,762.11,0
AF6A299E9EF8,Стиральный порошок 3кг,Бытовая химия,3,440.68,0
