doc_id,item,category,amount,price,discount
7620B491A15D,Стиральный порошок 3кг,Бытовая химия,2,472.02,0
7620B491A15D,Тостер,Мелкая бытовая техника,3,1565.11,0
7620B491A15D,Чайник заварочный,Кухонная утварь,3,696.01,0
7620B491A15D,Плед флисовый,Текстиль,1,888.6,0
02B4B671A1FD,Набор ножей,Кухонная утварь,2,1144.79,0
02B4B671A1FD,Чайник заварочный,Кухонная утварь,2,677.17,0
02B4B671A1FD,Средство для мытья посуды,Бытовая химия,1,155.03,27.77
02B4B671A1FD,Блендер погружной,Мелкая бытовая техника,1,2119.62,397.28
02B4B671A1FD,Комплект постельного белья,Текстиль,1,2457.45,0
FBDB358CD324,Весы кухонные,Мелкая бытовая техника,3,766.4,0
4B28158106CF,Блендер погружной,Мелкая бытовая техника,1,2112.56,0
4B28158106CF,Кондиционер для белья,Бытовая химия,1,211.49,0
4B28158106CF,Весы кухонные,Мелкая бытовая техника,3,770.83,361.09
4B28158106CF,Плед флисовый,Текстиль,3,877.02,318.26
19F88811754D,Стиральный порошок 3кг,Бытовая химия,1,466.33,0
19F88811754D,Плед флисовый,Текстиль,2,928.48,0
6B0CB6D8A037,Таблетки для посудомойки,Бытовая химия,3,836.74,494.57
6B0CB6D8A037,Таблетки для посудомойки,Бытовая химия,3,822.65,0
6B0CB6D8A037,Плед флисовый,Текстиль,2,890.91,267.55
6B0CB6D8A037,Блендер погружной,Мелкая бытовая техника,1,2024.73,0
1CDBDBAECD9F,Блендер погружной,Мелкая бытовая техника,1,2204.96,0
1CDBDBAECD9F,Таблетки для посудомойки,Бытовая химия,2,820.43,0
1CDBDBAECD9F,Форма для выпечки,Кухонная утварь,2,438.45,122.34
81056F1535BD,Блендер погружной,Мелкая бытовая техника,2,2029.42,592.93
81056F1535BD,Таблетки для посудомойки,Бытовая химия,1,804.84,0
81056F1535BD,Набор ножей,Кухонная утварь,1,1179.67,93.03
8815DA8E53C6,Кастрюля эмалированная,Кухонная утварь,3,979.77,0
8815DA8E53C6,Скатерть,Текстиль,2,608.76,0
A51B1828D5C2,Форма для выпечки,Кухонная утварь,1,440.41,74.09
7E07DAE4289A,Тостер,Мелкая бытовая техника,3,1548.56,758.52
7E07DAE4289A,Весы кухонные,Мелкая бытовая техника,3,762.91,0
7E07DAE4289A,Средство для мытья посуды,Бытовая химия,1,146.89,18.6
EEC61E10E170,Форма для выпечки,Кухонная утварь,1,432.22,0
EEC61E10E170,Сковорода с антипригарным покрытием,Кухонная утварь,3,1849.56,0
EEC61E10E170,Средство для чистки стекол,Бытовая химия,3,125.19,24.93
EEC61E10E170,Комплект постельного белья,Текстиль,1,2593.59,0
EEC61E10E170,Сковорода с антипригарным покрытием,Кухонная утварь,1,1816.27,0
EE82C98BD4C0,Полотенце махровое,Текстиль,1,355.43,0
EE82C98BD4C0,Комплект постельного белья,Текстиль,1,2412.32,253.82
E98F45DA9E20,Полотенце махровое,Текстиль,3,335.77,0
E98F45DA9E20,Плед флисовый,Текстиль,3,925.86,0
E98F45DA9E20,Весы кухонные,Мелкая бытовая техника,1,813.45,0
E98F45DA9E20,Тостер,Мелкая бытовая техника,1,1454.22,258.66
DB8761D8659B,Блендер погружной,Мелкая бытовая техника,2,2041.98,0
3EBEC658F4B3,Комплект постельного белья,Текстиль,3,2481.72,1394.64
3EBEC658F4B3,Скатерть,Текстиль,3,605.79,291.39
3EBEC658F4B3,Чайник заварочный,Кухонная утварь,3,696.84,0
A6A5C2C19CAE,Весы кухонные,Мелкая бытовая техника,1,835.82,0
A6A5C2C19CAE,Тостер,Мелкая бытовая техника,2,1506.02,0
A6A5C2C19CAE,Стиральный порошок 3кг,Бытовая химия,3,437.67,0
A6A5C2C19CAE,Весы кухонные,Мелкая бытовая техника,1,797.12,0
283804BBC758,Скатерть,Текстиль,1,597.83,0
283804BBC758,Тостер,Мелкая бытовая техника,3,1477.34,0
283804BBC758,Таблетки для посудомойки,Бытовая химия,1,761.05,0
950A3068DCB6,Средство для мытья посуды,Бытовая химия,1,155.86,0
950A3068DCB6,Набор ножей,Кухонная утварь,2,1168.88,0
950A3068DCB6,Кондиционер для белья,Бытовая химия,3,209.42,0
950A3068DCB6,Весы кухонные,Мелкая бытовая техника,1,760.66,84.59
950A3068DCB6,Чайник заварочный,Кухонная утварь,1,694.51,0
1AB4616E37EE,Плед флисовый,Текстиль,1,867.47,0
1AB4616E37EE,Набор ножей,Кухонная утварь,2,1244.87,0
91F9904A5275,Весы кухонные,Мелкая бытовая техника,1,814.45,0
91F9904A5275,Плед флисовый,Текстиль,2,894.2,146.45
7D1E34E9027C,Сковорода с антипригарным покрытием,Кухонная утварь,3,1810.52,0
7D1E34E9027C,Комплект постельного белья,Текстиль,3,2532.7,611.83
7D1E34E9027C,Таблетки для посудомойки,Бытовая химия,1,834.67,0
7D1E34E9027C,Таблетки для посудомойки,Бытовая химия,3,771.69,0
2143B7AFAE85,Тостер,Мелкая бытовая техника,3,1486.75,611.67
2143B7AFAE85,Блендер погружной,Мелкая бытовая техника,1,2184.54,0
2143B7AFAE85,Блендер погружной,Мелкая бытовая техника,3,2106.43,0
F0853E6BB7EF,Полотенце махровое,Текстиль,3,358.06,0
F0853E6BB7EF,Весы кухонные,Мелкая бытовая техника,2,805.99,0
F0853E6BB7EF,Скатерть,Текстиль,3,592.82,288.42
B1C1A1F63716,Средство для мытья посуды,Бытовая химия,2,147.73,0
B1C1A1F63716,Форма для выпечки,Кухонная утварь,1,465.17,78.9
B1C1A1F63716,Плед флисовый,Текстиль,1,933.59,0
0744763BB7AE,Плед флисовый,Текстиль,2,913.8,0
8AD7FD2ED6AC,Кондиционер для белья,Бытовая химия,1,222.02,0
C139EC27B400,Чайник заварочный,Кухонная утварь,2,674.44,214.79
C139EC27B400,Чайник заварочный,Кухонная утварь,3,729.46,122.73
C139EC27B400,Чайник заварочный,Кухонная утварь,3,671.03,0
C139EC27B400,Средство для чистки стекол,Бытовая химия,3,118.76,0
