doc_id,item,category,amount,price,discount
75C654DB68CE,Тостер,Мелкая бытовая техника,1,1517.39,235.93
75C654DB68CE,Форма для выпечки,Кухонная утварь,3,454.69,0
4F7464F3CBD7,Кастрюля эмалированная,Кухонная утварь,3,916.52,513.96
1CB7F5DC60D7,Средство для чистки стекол,Бытовая химия,2,120.83,0
1CB7F5DC60D7,Стиральный порошок 3кг,Бытовая химия,1,451.27,48.69
1CB7F5DC60D7,Кондиционер для белья,Бытовая химия,3,221.51,0
1CB7F5DC60D7,Набор ножей,Кухонная утварь,3,1165.81,214.25
2882BD9167B0,Форма для выпечки,Кухонная утварь,1,458.57,0
2882BD9167B0,Сковорода с антипригарным покрытием,Кухонная утварь,2,1736.39,0
3D3EEE49421F,Средство для мытья посуды,Бытовая химия,2,143.74,0
3D3EEE49421F,Блендер погружной,Мелкая бытовая техника,1,2012.48,203.0
3D3EEE49421F,Стиральный порошок 3кг,Бытовая химия,1,467.94,0
EC8642891026,Таблетки для посудомойки,Бытовая химия,3,768.41,319.94
EC8642891026,Блендер погружной,Мелкая бытовая техника,1,2060.19,0
EC8642891026,Плед флисовый,Текстиль,2,876.72,0
EC8642891026,Тостер,Мелкая бытовая техника,3,1539.54,0
