doc_id,item,category,amount,price,discount
68B970BCCF09,Скатерть,Текстиль,3,619.41,0
68B970BCCF09,Весы кухонные,Мелкая бытовая техника,3,780.52,0
68B970BCCF09,Комплект постельного белья,Текстиль,3,2527.93,0
68B970BCCF09,Стиральный порошок 3кг,Бытовая химия,3,448.01,0
78CF15D5F584,Полотенце махровое,Текстиль,3,356.61,0
07978143A69A,Блендер погружной,Мелкая бытовая техника,3,2014.96,373.64
07978143A69A,Весы кухонные,Мелкая бытовая техника,3,823.53,0
07978143A69A,Форма для выпечки,Кухонная утварь,1,433.52,0
07978143A69A,Кондиционер для белья,Бытовая химия,2,221.63,0
07978143A69A,Таблетки для посудомойки,Бытовая химия,1,766.02,0
