doc_id,item,category,amount,price,discount
5C0C3E6A3C7A,Блендер погружной,Мелкая бытовая техника,2,1995.69,0
ED15AC4F65F7,Средство для чистки стекол,Бытовая химия,2,116.76,0
ED15AC4F65F7,Кастрюля эмалированная,Кухонная утварь,3,909.6,0
ED15AC4F65F7,Комплект постельного белья,Текстиль,2,2401.5,873.21
ED15AC4F65F7,Тостер,Мелкая бытовая техника,1,1519.54,263.95
ED15AC4F65F7,Блендер погружной,Мелкая бытовая техника,3,2010.59,0
22129C76DE28,Кастрюля эмалированная,Кухонная утварь,3,925.67,441.32
22129C76DE28,Стиральный порошок 3кг,Бытовая химия,2,432.74,0
22129C76DE28,Форма для выпечки,Кухонная утварь,1,451.42,41.34
22129C76DE28,Стиральный порошок 3кг,Бытовая химия,1,466.91,0
A795F25E9625,Блендер погружной,Мелкая бытовая техника,3,2164.4,0
A795F25E9625,Весы кухонные,Мелкая бытовая техника,3,775.2,391.53
6ED60D0FC7BE,Комплект постельного белья,Текстиль,3,2533.78,0
6ED60D0FC7BE,Полотенце махровое,Текстиль,2,338.33,0
6ED60D0FC7BE,Тостер,Мелкая бытовая техника,1,1483.27,98.46
6ED60D0FC7BE,Сковорода с антипригарным покрытием,Кухонная утварь,1,1821.87,0
F7E126DCA069,Сковорода с антипригарным покрытием,Кухонная утварь,3,1790.57,681.91
8FD55924D544,Весы кухонные,Мелкая бытовая техника,3,827.24,198.61
8FD55924D544,Сковорода с антипригарным покрытием,Кухонная утварь,2,1712.69,0
8FD55924D544,Комплект постельного белья,Текстиль,1,2394.21,0
CC7AF1567AA9,Плед флисовый,Текстиль,3,890.29,0
CC7AF1567AA9,Таблетки для посудомойки,Бытовая химия,3,837.93,467.61
CC7AF1567AA9,Весы кухонные,Мелкая бытовая техника,2,792.57,0
CC7AF1567AA9,Полотенце махровое,Текстиль,1,334.7,0
24D09D0DD1E4,Средство для чистки стекол,Бытовая химия,1,124.41,0
E6CB9DF9EF56,Комплект постельного белья,Текстиль,3,2564.35,0
E6CB9DF9EF56,Средство для чистки стекол,Бытовая химия,1,122.88,0
E6CB9DF9EF56,Весы кухонные,Мелкая бытовая техника,2,830.82,0
CA0DC3AE6930,Стиральный порошок 3кг,Бытовая химия,2,438.81,156.26
CA0DC3AE6930,Тостер,Мелкая бытовая техника,2,1517.1,0
CA0DC3AE6930,Скатерть,Текстиль,3,597.28,0
CA0DC3AE6930,Кастрюля эмалированная,Кухонная утварь,1,953.91,59.05
CA0DC3AE6930,Скатерть,Текстиль,3,603.04,178.65
CE5FEB8B71DA,Стиральный порошок 3кг,Бытовая химия,3,467.89,164.17
CE5FEB8B71DA,Чайник заварочный,Кухонная утварь,1,670.06,42.79
CE5FEB8B71DA,Форма для выпечки,Кухонная утварь,2,451.08,0
CE5FEB8B71DA,Скатерть,Текстиль,2,598.96,0
6F57D7679A66,Полотенце махровое,Текстиль,2,345.9,0
6F57D7679A66,Плед флисовый,Текстиль,3,874.86,277.15
5CDF80BC8E2A,Скатерть,Текстиль,2,600.33,0
5CDF80BC8E2A,Стиральный порошок 3кг,Бытовая химия,2,435.49,0
5CDF80BC8E2A,Средство для мытья посуды,Бытовая химия,2,155.86,0
5CDF80BC8E2A,Тостер,Мелкая бытовая техника,2,1522.65,386.25
528354F14624,Блендер погружной,Мелкая бытовая техника,3,2097.62,0
528354F14624,Кастрюля эмалированная,Кухонная утварь,1,965.85,0
528354F14624,Тостер,Мелкая бытовая техника,3,1461.65,360.1
528354F14624,Набор ножей,Кухонная утварь,1,1183.27,0
B5FFC64B4586,Весы кухонные,Мелкая бытовая техника,1,811.24,112.63
B5FFC64B4586,Тостер,Мелкая бытовая техника,2,1479.23,0
B5FFC64B4586,Плед флисовый,Текстиль,3,880.53,0
E8EB7CDEF522,Блендер погружной,Мелкая бытовая техника,1,2026.9,0
E8EB7CDEF522,Средство для чистки стекол,Бытовая химия,1,117.98,0
E8EB7CDEF522,Полотенце махровое,Текстиль,1,336.34,26.06
E8EB7CDEF522,Сковорода с антипригарным покрытием,Кухонная утварь,1,1822.6,0
E8EB7CDEF522,Тостер,Мелкая бытовая техника,1,1478.2,0
